"","location","environ_var_code","week_epidemiar","ref_value","ref_sd","ref_yrcount","ref_max","ref_uq","ref_median","ref_lq","ref_min"
"154","Abargelie","lst_mean",48,28.4993166522325,0.734912478341802,17,29.9832528177439,29.112390922332,28.436326483263,28.0990142085612,27.0710668850113
"155","Abargelie","lst_mean",49,28.0813029613105,0.757148074918449,17,29.2897254314771,28.5482399404872,27.8171317782829,27.6904054433109,26.3590805344123
"156","Abargelie","lst_mean",50,27.7322478884184,0.622314924169784,17,28.7731295416421,28.1760908810241,27.9001089196178,27.2813549998189,26.2253842983399
"157","Abargelie","lst_mean",51,27.4751629726121,0.629245403801719,17,28.4051707525462,27.8848503157015,27.6058801402382,27.1623610186168,26.3441719365418
"158","Abargelie","lst_mean",52,27.2749418385977,0.703266423916221,17,28.5110975283401,27.7309794571543,27.3667876431122,27.0045833980368,25.4196895709566
"159","Abargelie","lst_mean",53,27.1574131823499,0.539984951223434,3,27.6692542761024,27.4395630862819,27.2098718964615,26.9014926354736,26.5931133744857
"160","Abargelie","lst_night",1,19.743177909442,0.695139439493933,18,20.9745544917259,20.142302652052,19.7949147449499,19.457016863498,17.9605760332034
"161","Abargelie","lst_night",2,19.9848110710469,0.691432614392146,17,21.1830022728542,20.4734440094057,20.1605014457759,19.6269312969509,18.4043532247462
"162","Abargelie","lst_night",3,20.358627206308,0.573780618893809,17,21.2262659883909,20.6156413370987,20.5334960217379,19.9152707384905,19.1910971385852
"163","Abargelie","lst_night",4,20.7978338978311,0.487037156168094,17,21.5326256407172,21.1852517049476,20.69440641555,20.4065744287636,19.9395360197983
"164","Abargelie","lst_night",5,21.0793610290512,0.618102876092832,17,22.1421939702768,21.4692298013355,21.0757590369432,20.7563060871124,19.5467942443941
"165","Abargelie","lst_night",6,21.2847191295147,0.548524631863314,17,22.3124320399404,21.6816307345376,21.3600420628408,20.7709196742754,20.4132919190611
"166","Abargelie","lst_night",7,21.5944197901516,0.741952165852117,17,23.2362417437942,21.8791880024233,21.6094953686683,21.242509463065,20.3814253674591
"167","Abargelie","lst_night",8,22.218372571403,0.88760210891997,17,23.9856497828114,22.8342841245767,22.2120595017644,21.4767302509347,20.9985252656318
"168","Abargelie","lst_night",9,22.0822130697029,0.865146441265001,17,24.0254556173503,22.6305348296648,22.089330689547,21.2475245530248,20.8336919364927
"169","Abargelie","lst_night",10,22.2548983520293,0.877267518341529,17,24.0921200334637,22.6857314177642,22.1066228258888,21.7475216927762,20.5983498697851
"170","Abargelie","lst_night",11,22.342081804212,0.842810378341182,17,23.8950190120603,22.8559459965419,22.4166707197085,22.0516803960647,20.2101218490464
"171","Abargelie","lst_night",12,22.3978818995422,1.2452711265988,17,24.4960051042548,22.8222231435852,22.7440021936757,22.1007311679329,18.9745361581782
"172","Abargelie","lst_night",13,22.5233934500989,1.39596677513932,17,24.0415851546959,23.4856478984845,22.7623201465233,22.1737338336109,19.1815049570802
"173","Abargelie","lst_night",14,22.7049481214427,0.890487823154196,17,24.0242034422417,23.2126695265061,23.0945595493329,21.865283431611,20.7238899635639
"174","Abargelie","lst_night",15,22.4556700551634,1.05875435126054,17,24.1049027668916,22.7449375072504,22.4684164472889,22.0531200709047,20.7317906997728
"175","Abargelie","lst_night",16,22.8503221674308,0.803829274465833,17,24.3807302473241,23.3263255012034,22.8476457207673,22.3477720504607,21.6467443970443
"176","Abargelie","lst_night",17,22.8390039957757,0.801302722085621,17,24.107508502488,23.4403694508262,22.9898275871593,22.4364140031881,21.3009861781248
"177","Abargelie","lst_night",18,23.0282620973463,0.931307173395838,17,24.3985302986873,23.6827958623374,23.0857942369681,22.5946625492579,20.8906936205961
"178","Abargelie","lst_night",19,23.406607330047,0.681325096298061,17,24.5052412153234,23.986738936739,23.3062235879671,22.8539818404902,22.4061821511893
"179","Abargelie","lst_night",20,22.8967944269465,0.937692208498015,17,24.3095550287897,23.5375743925501,23.2911028652204,22.4686819164157,20.977593080637
"180","Abargelie","lst_night",21,22.4030638714977,1.42464840054412,17,24.148952081015,23.3815581806616,22.715161079259,21.8608773376854,19.3206412307143
"181","Abargelie","lst_night",22,22.0293595473976,1.09821726301386,17,24.3492120321944,22.9365643381011,22.0494018034601,21.3020428175631,19.7579874227929
"182","Abargelie","lst_night",23,21.2077678674675,1.59027091225109,17,23.3023597296636,22.560454042986,21.3508365439762,20.3388156238319,17.8891406119548
"183","Abargelie","lst_night",24,19.9388057844876,1.30845057797905,17,23.0060420481099,20.8689065451564,19.6809996814444,19.0478070578623,17.8891406119548
"184","Abargelie","lst_night",25,19.3400071522077,2.57171687286252,17,23.2065023597816,21.5510161689204,19.1299511916373,17.2714230959403,15.6110916228001
"185","Abargelie","lst_night",26,18.6833021264502,2.11085691705041,17,21.9688561286257,20.5348185961439,18.554211749756,17.399766435727,15.2642194146515
"186","Abargelie","lst_night",27,17.8609465007415,2.34493410822805,17,21.5479709175322,18.9930316128259,18.0506746348493,17.2036183064857,11.4753164365484
