,time_period,rainfall,mean_temperature,disease_cases,population,location
33,2003-10,0.0,27.124654769897447,41.0,448419.0,11001
34,2003-11,0.0,26.56244468688965,185.0,448419.0,11001
35,2003-12,0.0,26.625653266906752,208.0,448419.0,11001
36,2004-01,0.0,26.634751319885247,234.0,497775.0,11001
37,2004-02,0.0,26.3355054855347,116.0,497775.0,11001
38,2004-03,0.0,26.5389623641968,48.0,497775.0,11001
39,2004-04,0.0,27.2477674484253,40.0,497775.0,11001
40,2004-05,0.0,25.80474185943605,20.0,497775.0,11001
41,2004-06,0.0,25.4107799530029,18.0,497775.0,11001
42,2004-07,0.0,25.4320135116577,2.0,497775.0,11001
43,2004-08,0.0,26.48267364501956,2.0,497775.0,11001
44,2004-09,0.0,27.14386940002445,1.0,497775.0,11001
45,2004-10,0.0,28.39349555969235,0.0,497775.0,11001
46,2004-11,0.0,27.5849781036377,13.0,497775.0,11001
47,2004-12,0.0,26.74855041503905,54.0,497775.0,11001
48,2005-01,0.0,27.1381492614746,66.0,485002.0,11001
49,2005-02,0.0,26.84499263763425,90.0,485002.0,11001
50,2005-03,0.0,26.7216749191284,63.0,485002.0,11001
51,2005-04,0.0,26.7963209152222,37.0,485002.0,11001
52,2005-05,0.0,26.6411714553833,13.0,485002.0,11001
53,2005-06,0.0,25.9349126815796,19.0,485002.0,11001
54,2005-07,0.0,25.3052234649658,3.0,485002.0,11001
55,2005-08,0.0,26.68468952178955,13.0,485002.0,11001
56,2005-09,0.0,26.3502616882324,1.0,485002.0,11001
57,2005-10,0.0,27.52707290649415,7.0,485002.0,11001
58,2005-11,0.0,27.20565605163575,42.0,485002.0,11001
59,2005-12,0.0,26.293587684631348,182.0,485002.0,11001
60,2006-01,0.0,26.7972974777222,246.0,497936.0,11001
61,2006-02,0.0,26.50238704681395,171.0,497936.0,11001
62,2006-03,0.0,26.53162956237795,47.0,497936.0,11001
63,2006-04,0.0,26.3519697189331,16.0,497936.0,11001
64,2006-05,0.0,26.159110069274902,10.0,497936.0,11001
65,2006-06,0.0,25.74677085876465,1.0,497936.0,11001
66,2006-07,0.0,26.16013050079345,2.0,497936.0,11001
67,2006-08,0.0,25.793119430542,4.0,497936.0,11001
68,2006-09,0.0,26.7991132736206,2.0,497936.0,11001
69,2006-10,0.0,27.93081188201905,2.0,497936.0,11001
70,2006-11,0.0,26.60304260253909,5.0,497936.0,11001
71,2006-12,0.0,26.3783369064331,56.0,497936.0,11001
72,2007-01,0.0,26.7297229766846,26.0,474532.0,11001
73,2007-02,0.0,26.65550708770749,32.0,474532.0,11001
74,2007-03,0.0,26.14955520629885,3.0,474532.0,11001
75,2007-04,0.0,27.056241035461447,2.0,474532.0,11001
76,2007-05,0.0,24.7511987686157,6.0,474532.0,11001
77,2007-06,0.0,25.71506690979005,12.0,474532.0,11001
78,2007-07,0.0,25.6555910110474,6.0,474532.0,11001
79,2007-08,0.0,25.265521049499498,4.0,474532.0,11001
80,2007-09,0.0,27.3998613357544,3.0,474532.0,11001
81,2007-10,0.0,27.48252487182615,27.0,474532.0,11001
82,2007-11,0.0,26.92358589172365,47.0,474532.0,11001
83,2007-12,0.0,26.05265426635745,299.0,474532.0,11001
84,2008-01,0.0,25.91240215301515,462.0,486884.0,11001
85,2008-02,0.0,25.92032718658445,289.0,486884.0,11001
86,2008-03,0.0,25.9495449066162,150.0,486884.0,11001
87,2008-04,0.0,26.3310604095459,93.0,486884.0,11001
88,2008-05,0.0,25.08144187927245,42.0,486884.0,11001
89,2008-06,0.0,24.252459526062,6.0,486884.0,11001
90,2008-07,0.0,26.1318321228027,8.0,486884.0,11001
91,2008-08,0.0,27.0116205215454,2.0,486884.0,11001
92,2008-09,0.0,26.4979372024536,3.0,486884.0,11001
93,2008-10,0.0,27.894548416137702,3.0,486884.0,11001
94,2008-11,0.0,27.0348711013794,14.0,486884.0,11001
95,2008-12,0.0,26.13975620269775,101.0,486884.0,11001
96,2009-01,0.0,26.0581121444702,56.0,493445.0,11001
97,2009-02,0.0,26.0711097717285,57.0,493445.0,11001
98,2009-03,0.0,26.2844181060791,110.0,493445.0,11001
99,2009-04,0.0,26.757726669311552,25.0,493445.0,11001
100,2009-05,0.0,26.1466817855835,41.0,493445.0,11001
101,2009-06,0.0,24.7589855194092,33.0,493445.0,11001
102,2009-07,0.0,25.8685245513916,21.0,493445.0,11001
103,2009-08,0.0,26.619672775268548,15.0,493445.0,11001
104,2009-09,0.0,27.23998737335205,28.0,493445.0,11001
105,2009-10,0.0,28.0301456451416,80.0,493445.0,11001
106,2009-11,0.0,27.5288209915161,644.0,493445.0,11001
107,2009-12,0.0,26.0944023132324,1508.0,493445.0,11001
108,2010-01,0.0,26.466527938842752,4247.0,538380.0,11001
109,2010-02,0.0,26.8453722000122,2197.0,538380.0,11001
110,2010-03,0.0,27.09173583984375,336.0,538380.0,11001
111,2010-04,0.0,27.07618618011475,70.0,538380.0,11001
112,2010-05,0.0,25.7393569946289,38.0,538380.0,11001
113,2010-06,0.0,26.164619445800803,41.0,538380.0,11001
114,2010-07,0.0,25.4231433868408,23.0,538380.0,11001
115,2010-08,0.0,26.0197982788086,6.0,538380.0,11001
116,2010-09,0.0,28.0716905593872,19.0,538380.0,11001
117,2010-10,0.0,27.5728311538696,38.0,538380.0,11001
118,2010-11,0.0,26.47737407684325,140.0,538380.0,11001
119,2010-12,0.0,26.46671867370605,372.0,538380.0,11001
120,2011-01,0.0,26.1070909500122,49.0,550094.0,11001
121,2011-02,0.0,25.86738681793215,78.0,550094.0,11001
122,2011-03,0.0,25.97657871246335,64.0,550094.0,11001
123,2011-04,0.0,26.80619907379155,55.0,550094.0,11001
124,2011-05,0.0,25.831281661987298,26.0,550094.0,11001
125,2011-06,0.0,26.5057907104492,12.0,550094.0,11001
126,2011-07,0.0,26.6231803894043,15.0,550094.0,11001
127,2011-08,0.0,26.1699895858765,17.0,550094.0,11001
128,2011-09,0.0,27.804515838623047,15.0,550094.0,11001
129,2011-10,0.0,27.6514301300049,13.0,550094.0,11001
130,2011-11,0.0,26.9646797180176,2.0,550094.0,11001
131,2011-12,0.0,26.589973449707,5.0,550094.0,11001
132,2012-01,0.0,26.10723781585689,27.0,559543.0,11001
133,2012-02,0.0,25.86045360565189,16.0,559543.0,11001
134,2012-03,0.0,25.9829969406128,23.0,559543.0,11001
135,2012-04,0.0,26.9492540359497,13.0,559543.0,11001
136,2012-05,0.0,26.16464996337895,6.0,559543.0,11001
137,2012-06,0.0,25.53246021270755,6.0,559543.0,11001
138,2012-07,0.0,25.90974617004395,6.0,559543.0,11001
139,2012-08,0.0,26.34695053100585,7.0,559543.0,11001
140,2012-09,0.0,28.13671588897705,10.0,559543.0,11001
141,2012-10,0.0,28.29688549041745,11.0,559543.0,11001
142,2012-11,0.0,27.2144994735718,41.0,559543.0,11001
143,2012-12,0.0,26.428072929382303,46.0,559543.0,11001
144,2013-01,0.0,26.8191375732422,395.0,613757.0,11001
145,2013-02,0.0,26.5260763168335,221.0,613757.0,11001
146,2013-03,0.0,26.457997322082548,135.0,613757.0,11001
147,2013-04,0.0,26.812081336975098,85.0,613757.0,11001
148,2013-05,0.0,26.11900329589845,72.0,613757.0,11001
149,2013-06,0.0,26.23260498046875,35.0,613757.0,11001
150,2013-07,0.0,25.767088890075648,17.0,613757.0,11001
151,2013-08,0.0,25.15849494934085,14.0,613757.0,11001
152,2013-09,0.0,27.1403408050537,9.0,613757.0,11001
153,2013-10,0.0,27.293770790100098,6.0,613757.0,11001
154,2013-11,0.0,26.463679313659647,28.0,613757.0,11001
155,2013-12,0.0,26.813085556030305,26.0,613757.0,11001
156,2014-01,0.0,26.08067417144775,30.0,625834.0,11001
157,2014-02,0.0,25.98592853546145,17.0,625834.0,11001
158,2014-03,0.0,26.21417999267575,74.0,625834.0,11001
159,2014-04,0.0,27.28327560424805,47.0,625834.0,11001
160,2014-05,0.0,26.25653457641605,52.0,625834.0,11001
161,2014-06,0.0,26.5265760421753,48.0,625834.0,11001
162,2014-07,0.0,25.81829261779785,21.0,625834.0,11001
163,2014-08,0.0,26.92916393280025,19.0,625834.0,11001
164,2014-09,0.0,28.65103721618655,26.0,625834.0,11001
165,2014-10,0.0,28.302835464477504,72.0,625834.0,11001
166,2014-11,0.0,27.5648183822632,238.0,625834.0,11001
167,2014-12,0.0,27.079655647277853,59.0,625834.0,11001
168,2015-01,0.0,26.71630382537845,40.0,637530.0,11001
169,2015-02,0.0,26.74387073516845,77.0,637530.0,11001
170,2015-03,0.0,26.62949562072755,52.0,637530.0,11001
171,2015-04,0.0,27.1352109909058,50.0,637530.0,11001
172,2015-05,0.0,26.40244293212895,37.0,637530.0,11001
173,2015-06,0.0,26.409746170043952,37.0,637530.0,11001
174,2015-07,0.0,26.55728816986085,23.0,637530.0,11001
175,2015-08,0.0,27.93756484985355,6.0,637530.0,11001
176,2015-09,0.0,29.22278308868405,4.0,637530.0,11001
177,2015-10,0.0,28.33956813812255,14.0,637530.0,11001
178,2015-11,0.0,27.6913824081421,45.0,637530.0,11001
179,2015-12,0.0,27.2957534790039,83.0,637530.0,11001
180,2016-01,0.0,27.580654144287102,188.0,648872.0,11001
181,2016-02,0.0,26.9653377532959,432.0,648872.0,11001
182,2016-03,0.0,26.7276906967163,313.0,648872.0,11001
183,2016-04,0.0,27.31826972961425,215.0,648872.0,11001
184,2016-05,0.0,25.54080677032475,105.0,648872.0,11001
185,2016-06,0.0,24.9495105743408,42.0,648872.0,11001
186,2016-07,0.0,26.57176876068115,52.0,648872.0,11001
187,2016-08,0.0,26.661563873291,8.0,648872.0,11001
188,2016-09,0.0,26.43072509765625,21.0,648872.0,11001
189,2016-10,0.0,28.213978767395,24.0,648872.0,11001
190,2016-11,0.0,26.59228897094725,56.0,648872.0,11001
191,2016-12,0.0,26.635490417480447,103.0,648872.0,11001
192,2017-01,0.0,26.39827156066895,182.0,659874.0,11001
193,2017-02,0.0,26.578759193420403,128.0,659874.0,11001
194,2017-03,0.0,26.2755575180054,69.0,659874.0,11001
195,2017-04,0.0,26.812781333923297,35.0,659874.0,11001
196,2017-05,0.0,26.29928398132325,22.0,659874.0,11001
197,2017-06,0.0,25.8137626647949,17.0,659874.0,11001
198,2017-07,0.0,26.1422853469849,14.0,659874.0,11001
199,2017-08,0.0,26.86206817626956,15.0,659874.0,11001
200,2017-09,0.0,27.49389266967775,19.0,659874.0,11001
201,2017-10,0.0,27.7108144760132,18.0,659874.0,11001
202,2017-11,0.0,26.74084663391115,36.0,659874.0,11001
203,2017-12,0.0,26.4052400588989,41.0,659874.0,11001
204,2018-01,0.0,26.0391988754272,41.0,662715.0,11001
205,2018-02,0.0,26.46951866149905,37.0,662715.0,11001
206,2018-03,0.0,26.2506475448608,34.0,662715.0,11001
207,2018-04,0.0,27.06590270996095,21.0,662715.0,11001
208,2018-05,0.0,26.16012477874755,23.0,662715.0,11001
209,2018-06,0.0,24.4096622467041,9.0,662715.0,11001
210,2018-07,0.0,26.0405731201172,10.0,662715.0,11001
211,2018-08,0.0,24.78943824768065,10.0,662715.0,11001
212,2018-09,0.0,27.51102924346925,12.0,662715.0,11001
213,2018-10,0.0,27.577470779418952,11.0,662715.0,11001
214,2018-11,0.0,26.59001159667965,11.0,662715.0,11001
215,2018-12,0.0,26.1158981323242,13.0,662715.0,11001
216,2019-01,0.0,26.30796241760255,20.0,676286.0,11001
217,2019-02,0.0,26.6873331069946,29.0,676286.0,11001
218,2019-03,0.0,26.55727005004885,29.0,676286.0,11001
219,2019-04,0.0,27.27382373809815,48.0,676286.0,11001
220,2019-05,0.0,25.94012546539305,22.0,676286.0,11001
221,2019-06,0.0,26.3480157852173,26.0,676286.0,11001
222,2019-07,0.0,26.22308444976805,26.0,676286.0,11001
223,2019-08,0.0,25.8716220855713,9.0,676286.0,11001
0,2001-01,0.0,25.83478355407715,12.0,61321.0,11002
1,2001-02,0.0,26.420636177063,20.0,61321.0,11002
2,2001-03,0.0,26.00123405456545,17.0,61321.0,11002
3,2001-04,0.0,26.51874923706055,5.0,61321.0,11002
4,2001-05,0.0,24.725076675415,2.0,61321.0,11002
5,2001-06,0.0,23.86594581604005,1.0,61321.0,11002
6,2001-07,0.0,25.35562324523925,0.0,61321.0,11002
7,2001-08,0.0,26.78476905822755,0.0,61321.0,11002
8,2001-09,0.0,27.15322971343995,0.0,61321.0,11002
9,2001-10,0.0,27.74814796447756,0.0,61321.0,11002
10,2001-11,0.0,26.73434543609615,0.0,61321.0,11002
11,2001-12,0.0,25.767002105712898,0.0,61321.0,11002
12,2002-01,0.0,26.761061668396,0.0,62749.0,11002
13,2002-02,0.0,26.27622032165525,0.0,62749.0,11002
14,2002-03,0.0,26.67049407958985,0.0,62749.0,11002
15,2002-04,0.0,26.729657173156752,0.0,62749.0,11002
16,2002-05,0.0,26.0525913238525,0.0,62749.0,11002
17,2002-06,0.0,24.382088661193848,1.0,62749.0,11002
18,2002-07,0.0,24.95713233947756,0.0,62749.0,11002
19,2002-08,0.0,26.554165840148947,0.0,62749.0,11002
20,2002-09,0.0,27.015682220459,0.0,62749.0,11002
21,2002-10,0.0,27.9705457687378,0.0,62749.0,11002
22,2002-11,0.0,26.731575965881348,0.0,62749.0,11002
23,2002-12,0.0,26.2582092285156,0.0,62749.0,11002
24,2003-01,0.0,26.373764991760247,0.0,64353.0,11002
25,2003-02,0.0,26.1938238143921,4.0,64353.0,11002
26,2003-03,0.0,26.3267250061035,0.0,64353.0,11002
27,2003-04,0.0,26.000635147094748,0.0,64353.0,11002
28,2003-05,0.0,25.70273971557615,0.0,64353.0,11002
29,2003-06,0.0,25.6520223617554,0.0,64353.0,11002
30,2003-07,0.0,24.707896232604952,0.0,64353.0,11002
31,2003-08,0.0,24.190257072448752,0.0,64353.0,11002
32,2003-09,0.0,25.96883487701415,0.0,64353.0,11002
33,2003-10,0.0,27.053976058959947,0.0,64353.0,11002
34,2003-11,0.0,26.31975650787355,1.0,64353.0,11002
35,2003-12,0.0,26.2917728424072,1.0,64353.0,11002
36,2004-01,0.0,26.5752010345459,10.0,71406.0,11002
37,2004-02,0.0,26.1694459915161,9.0,71406.0,11002
38,2004-03,0.0,26.87315464019775,20.0,71406.0,11002
39,2004-04,0.0,26.99192810058595,4.0,71406.0,11002
40,2004-05,0.0,25.2671480178833,1.0,71406.0,11002
41,2004-06,0.0,24.8503532409668,0.0,71406.0,11002
42,2004-07,0.0,24.8560914993286,0.0,71406.0,11002
43,2004-08,0.0,26.4629201889038,0.0,71406.0,11002
44,2004-09,0.0,27.17854785919189,0.0,71406.0,11002
45,2004-10,0.0,28.521947860717752,0.0,71406.0,11002
46,2004-11,0.0,27.50167655944825,0.0,71406.0,11002
47,2004-12,0.0,26.41298961639405,1.0,71406.0,11002
48,2005-01,0.0,26.787095069885247,11.0,69580.0,11002
49,2005-02,0.0,26.7125463485718,10.0,69580.0,11002
50,2005-03,0.0,26.7730703353882,11.0,69580.0,11002
51,2005-04,0.0,26.677045822143548,2.0,69580.0,11002
52,2005-05,0.0,25.94136810302735,0.0,69580.0,11002
53,2005-06,0.0,25.35192680358885,1.0,69580.0,11002
54,2005-07,0.0,24.7986421585083,1.0,69580.0,11002
55,2005-08,0.0,26.3890609741211,0.0,69580.0,11002
56,2005-09,0.0,25.934777259826653,3.0,69580.0,11002
57,2005-10,0.0,27.11190605163575,0.0,69580.0,11002
58,2005-11,0.0,27.0267276763916,2.0,69580.0,11002
59,2005-12,0.0,25.7201089859009,6.0,69580.0,11002
60,2006-01,0.0,26.7199869155884,9.0,71427.0,11002
61,2006-02,0.0,26.45547676086425,16.0,71427.0,11002
62,2006-03,0.0,26.77376556396485,7.0,71427.0,11002
63,2006-04,0.0,26.005708694458,2.0,71427.0,11002
64,2006-05,0.0,26.0870895385742,1.0,71427.0,11002
65,2006-06,0.0,25.4457244873047,0.0,71427.0,11002
66,2006-07,0.0,25.7536926269531,1.0,71427.0,11002
67,2006-08,0.0,25.5359830856323,0.0,71427.0,11002
68,2006-09,0.0,26.3066444396973,2.0,71427.0,11002
69,2006-10,0.0,27.660888671875,1.0,71427.0,11002
70,2006-11,0.0,26.5438451766968,0.0,71427.0,11002
71,2006-12,0.0,26.053869247436506,2.0,71427.0,11002
72,2007-01,0.0,26.60817432403565,1.0,68825.0,11002
73,2007-02,0.0,26.2140684127808,3.0,68825.0,11002
74,2007-03,0.0,26.40817165374755,1.0,68825.0,11002
75,2007-04,0.0,26.82888889312745,10.0,68825.0,11002
76,2007-05,0.0,23.9282283782959,11.0,68825.0,11002
77,2007-06,0.0,25.19472980499265,0.0,68825.0,11002
78,2007-07,0.0,24.98978328704835,2.0,68825.0,11002
79,2007-08,0.0,24.9197521209717,0.0,68825.0,11002
80,2007-09,0.0,27.5320987701416,0.0,68825.0,11002
81,2007-10,0.0,27.4374103546143,1.0,68825.0,11002
82,2007-11,0.0,26.8068284988403,6.0,68825.0,11002
83,2007-12,0.0,25.635914802551248,7.0,68825.0,11002
84,2008-01,0.0,25.693347930908203,60.0,70605.0,11002
85,2008-02,0.0,25.8067865371704,50.0,70605.0,11002
86,2008-03,0.0,25.8110513687134,259.0,70605.0,11002
87,2008-04,0.0,25.73419380187985,362.0,70605.0,11002
88,2008-05,0.0,24.0451850891113,89.0,70605.0,11002
89,2008-06,0.0,23.263384819030748,13.0,70605.0,11002
90,2008-07,0.0,25.68203830718995,3.0,70605.0,11002
91,2008-08,0.0,26.68183994293215,4.0,70605.0,11002
92,2008-09,0.0,26.188375473022504,1.0,70605.0,11002
93,2008-10,0.0,27.9910249710083,1.0,70605.0,11002
94,2008-11,0.0,26.9303998947144,24.0,70605.0,11002
95,2008-12,0.0,25.81509876251225,81.0,70605.0,11002
96,2009-01,0.0,25.9165458679199,167.0,71705.0,11002
97,2009-02,0.0,26.03972148895265,192.0,71705.0,11002
98,2009-03,0.0,26.29988956451415,232.0,71705.0,11002
99,2009-04,0.0,26.3862581253052,86.0,71705.0,11002
100,2009-05,0.0,25.53794288635255,53.0,71705.0,11002
101,2009-06,0.0,23.99717140197755,21.0,71705.0,11002
102,2009-07,0.0,25.0655965805054,7.0,71705.0,11002
103,2009-08,0.0,25.96818256378175,0.0,71705.0,11002
104,2009-09,0.0,26.62221145629885,1.0,71705.0,11002
105,2009-10,0.0,27.64686298370365,30.0,71705.0,11002
106,2009-11,0.0,27.274577140808105,262.0,71705.0,11002
107,2009-12,0.0,25.77427101135255,225.0,71705.0,11002
108,2010-01,0.0,26.158195495605447,719.0,71365.0,11002
109,2010-02,0.0,26.79329681396485,555.0,71365.0,11002
110,2010-03,0.0,27.35468292236325,161.0,71365.0,11002
111,2010-04,0.0,26.8644227981567,84.0,71365.0,11002
112,2010-05,0.0,24.77453327178955,41.0,71365.0,11002
113,2010-06,0.0,25.8346633911133,33.0,71365.0,11002
114,2010-07,0.0,24.8368148803711,12.0,71365.0,11002
115,2010-08,0.0,25.5730209350586,23.0,71365.0,11002
116,2010-09,0.0,27.8014554977417,7.0,71365.0,11002
117,2010-10,0.0,27.325212478637702,34.0,71365.0,11002
118,2010-11,0.0,26.2030735015869,75.0,71365.0,11002
119,2010-12,0.0,26.2267189025879,151.0,71365.0,11002
120,2011-01,0.0,26.12071418762205,151.0,72298.0,11002
121,2011-02,0.0,25.6463947296143,152.0,72298.0,11002
122,2011-03,0.0,26.07859706878665,159.0,72298.0,11002
123,2011-04,0.0,26.69308280944825,97.0,72298.0,11002
124,2011-05,0.0,25.12964916229245,59.0,72298.0,11002
125,2011-06,0.0,25.95220661163335,14.0,72298.0,11002
126,2011-07,0.0,25.6661138534546,1.0,72298.0,11002
127,2011-08,0.0,25.6869840621948,6.0,72298.0,11002
128,2011-09,0.0,27.7587251663208,7.0,72298.0,11002
129,2011-10,0.0,27.40979766845705,4.0,72298.0,11002
130,2011-11,0.0,26.925027847290053,5.0,72298.0,11002
131,2011-12,0.0,26.17680740356445,11.0,72298.0,11002
132,2012-01,0.0,26.0152540206909,24.0,73193.0,11002
133,2012-02,0.0,25.6874589920044,36.0,73193.0,11002
134,2012-03,0.0,26.0584926605225,64.0,73193.0,11002
135,2012-04,0.0,26.6141242980957,37.0,73193.0,11002
136,2012-05,0.0,25.319318771362298,29.0,73193.0,11002
137,2012-06,0.0,24.7760419845581,26.0,73193.0,11002
138,2012-07,0.0,25.143006324768105,15.0,73193.0,11002
139,2012-08,0.0,25.910999298095746,17.0,73193.0,11002
140,2012-09,0.0,28.05820846557615,28.0,73193.0,11002
141,2012-10,0.0,28.06548309326175,35.0,73193.0,11002
142,2012-11,0.0,26.821445465087898,82.0,73193.0,11002
143,2012-12,0.0,26.016393661499,98.0,73193.0,11002
144,2013-01,0.0,26.57698917388916,228.0,79879.0,11002
145,2013-02,0.0,26.44127941131595,210.0,79879.0,11002
146,2013-03,0.0,26.4828481674194,90.0,79879.0,11002
147,2013-04,0.0,26.1677465438843,13.0,79879.0,11002
148,2013-05,0.0,25.2994804382324,5.0,79879.0,11002
149,2013-06,0.0,25.39889335632325,4.0,79879.0,11002
150,2013-07,0.0,25.12768173217775,3.0,79879.0,11002
151,2013-08,0.0,24.3735933303833,1.0,79879.0,11002
152,2013-09,0.0,26.64632606506349,1.0,79879.0,11002
153,2013-10,0.0,26.850662231445348,3.0,79879.0,11002
154,2013-11,0.0,26.22530174255375,63.0,79879.0,11002
155,2013-12,0.0,26.22457027435305,67.0,79879.0,11002
156,2014-01,0.0,25.46796035766605,47.0,81101.0,11002
157,2014-02,0.0,25.69884586334225,45.0,81101.0,11002
158,2014-03,0.0,26.25622177124025,26.0,81101.0,11002
159,2014-04,0.0,26.95698165893555,16.0,81101.0,11002
160,2014-05,0.0,25.4347257614136,14.0,81101.0,11002
161,2014-06,0.0,25.81755352020265,4.0,81101.0,11002
162,2014-07,0.0,25.18758392333985,0.0,81101.0,11002
163,2014-08,0.0,26.5637817382813,2.0,81101.0,11002
164,2014-09,0.0,28.0236291885376,1.0,81101.0,11002
165,2014-10,0.0,28.39514636993405,3.0,81101.0,11002
166,2014-11,0.0,27.27263832092285,2.0,81101.0,11002
167,2014-12,0.0,26.4048624038696,5.0,81101.0,11002
168,2015-01,0.0,26.57496070861815,3.0,82285.0,11002
169,2015-02,0.0,26.3316059112549,8.0,82285.0,11002
170,2015-03,0.0,26.7027530670166,8.0,82285.0,11002
171,2015-04,0.0,26.7404727935791,9.0,82285.0,11002
172,2015-05,0.0,25.5515813827515,3.0,82285.0,11002
173,2015-06,0.0,25.7968044281006,3.0,82285.0,11002
174,2015-07,0.0,25.56678009033205,0.0,82285.0,11002
175,2015-08,0.0,27.566266059875502,0.0,82285.0,11002
176,2015-09,0.0,28.336238861084,1.0,82285.0,11002
177,2015-10,0.0,27.975320816040053,3.0,82285.0,11002
178,2015-11,0.0,27.29708766937255,11.0,82285.0,11002
179,2015-12,0.0,27.03286743164065,16.0,82285.0,11002
180,2016-01,0.0,27.645030021667505,40.0,83432.0,11002
181,2016-02,0.0,27.2507743835449,104.0,83432.0,11002
182,2016-03,0.0,27.09493160247805,106.0,83432.0,11002
183,2016-04,0.0,27.0801773071289,56.0,83432.0,11002
184,2016-05,0.0,24.6889696121216,43.0,83432.0,11002
185,2016-06,0.0,23.9946155548096,13.0,83432.0,11002
186,2016-07,0.0,26.03414821624755,7.0,83432.0,11002
187,2016-08,0.0,26.42720127105715,0.0,83432.0,11002
188,2016-09,0.0,26.45277690887455,3.0,83432.0,11002
189,2016-10,0.0,28.04598903656005,2.0,83432.0,11002
190,2016-11,0.0,26.303841590881348,9.0,83432.0,11002
191,2016-12,0.0,26.453595161438,9.0,83432.0,11002
192,2017-01,0.0,26.51264095306395,17.0,84545.0,11002
193,2017-02,0.0,26.5498418807983,16.0,84545.0,11002
194,2017-03,0.0,26.571175575256348,25.0,84545.0,11002
195,2017-04,0.0,26.493425369262702,10.0,84545.0,11002
196,2017-05,0.0,25.6932592391968,2.0,84545.0,11002
197,2017-06,0.0,25.227035522460906,6.0,84545.0,11002
198,2017-07,0.0,25.6055145263672,4.0,84545.0,11002
199,2017-08,0.0,26.9117889404297,1.0,84545.0,11002
200,2017-09,0.0,27.551664352417,0.0,84545.0,11002
201,2017-10,0.0,27.72857189178465,2.0,84545.0,11002
202,2017-11,0.0,26.67754459381105,8.0,84545.0,11002
203,2017-12,0.0,26.132097244262702,17.0,84545.0,11002
204,2018-01,0.0,25.96687126159665,14.0,83480.0,11002
205,2018-02,0.0,26.279706001281752,15.0,83480.0,11002
206,2018-03,0.0,26.402570724487298,4.0,83480.0,11002
207,2018-04,0.0,26.8570318222046,7.0,83480.0,11002
208,2018-05,0.0,25.72085666656495,4.0,83480.0,11002
209,2018-06,0.0,23.5473146438599,1.0,83480.0,11002
210,2018-07,0.0,25.3701267242432,2.0,83480.0,11002
211,2018-08,0.0,24.4002103805542,1.0,83480.0,11002
212,2018-09,0.0,27.41215229034425,1.0,83480.0,11002
213,2018-10,0.0,28.06266403198245,0.0,83480.0,11002
214,2018-11,0.0,26.4513540267944,1.0,83480.0,11002
215,2018-12,0.0,25.864014625549306,2.0,83480.0,11002
216,2019-01,0.0,26.31148529052735,0.0,84771.0,11002
217,2019-02,0.0,26.5609512329102,2.0,84771.0,11002
218,2019-03,0.0,26.72344493865965,3.0,84771.0,11002
219,2019-04,0.0,27.10524845123296,3.0,84771.0,11002
220,2019-05,0.0,25.4359464645386,3.0,84771.0,11002
221,2019-06,0.0,25.9463205337524,2.0,84771.0,11002
222,2019-07,0.0,25.6383934020996,2.0,84771.0,11002
223,2019-08,0.0,25.70900344848635,2.0,84771.0,11002
0,2001-01,0.0,25.6341686248779,2.0,143809.0,11003
1,2001-02,0.0,26.1193723678589,1.0,143809.0,11003
2,2001-03,0.0,25.646409034729,0.0,143809.0,11003
3,2001-04,0.0,26.5377779006958,0.0,143809.0,11003
4,2001-05,0.0,25.1937017440796,0.0,143809.0,11003
5,2001-06,0.0,24.0018825531006,0.0,143809.0,11003
6,2001-07,0.0,25.557798385620103,0.0,143809.0,11003
7,2001-08,0.0,26.78406047821045,0.0,143809.0,11003
8,2001-09,0.0,26.9312200546265,0.0,143809.0,11003
9,2001-10,0.0,27.87603187561035,0.0,143809.0,11003
10,2001-11,0.0,26.80099868774409,1.0,143809.0,11003
11,2001-12,0.0,25.933970451354952,2.0,143809.0,11003
12,2002-01,0.0,26.4779663085938,1.0,147865.0,11003
13,2002-02,0.0,26.03826999664305,2.0,147865.0,11003
14,2002-03,0.0,26.04889488220215,0.0,147865.0,11003
15,2002-04,0.0,26.707802772522,1.0,147865.0,11003
16,2002-05,0.0,26.17925643920895,0.0,147865.0,11003
17,2002-06,0.0,24.55055046081545,8.0,147865.0,11003
18,2002-07,0.0,25.4908676147461,1.0,147865.0,11003
19,2002-08,0.0,26.55925941467285,0.0,147865.0,11003
20,2002-09,0.0,26.8737602233887,0.0,147865.0,11003
21,2002-10,0.0,27.942650794982903,0.0,147865.0,11003
22,2002-11,0.0,26.8069763183594,10.0,147865.0,11003
23,2002-12,0.0,26.3009624481201,2.0,147865.0,11003
24,2003-01,0.0,26.6176853179932,28.0,151964.0,11003
25,2003-02,0.0,26.15681838989255,22.0,151964.0,11003
26,2003-03,0.0,25.750872611999498,18.0,151964.0,11003
27,2003-04,0.0,26.373363494873047,8.0,151964.0,11003
28,2003-05,0.0,26.19160270690915,5.0,151964.0,11003
29,2003-06,0.0,25.8807439804077,2.0,151964.0,11003
30,2003-07,0.0,24.90246295928955,0.0,151964.0,11003
